itemname	itemprice	size	brand
טמפקס פרל סופר+ 18	21.9		
טמפקס קומפאק רגולר 22 יח	22.9		
טמפקס רגולר עם מוליך	24.9		
טסטרס צ'ויס נט.קפאין100ג	34.9		
טסטרס צ'ויס נט.קפאין200ג	39.9		
טעמי בייגלה 42 גרם	4.9		
טפטופים לעוגה 60 גרם	18.9		
טפנד זיתי קלמטה 180 גרם	14.5		
טפנד זיתי קלמנטה 180 גרם	17.7		
טפנד זיתים ירוקים 180גרם	14.5		
"טקילה קוארבו גולד 700מ""ל"	99.9		
טקסטיל נוזל לכביסה 1ליטר	14.9		
טרו רוטב סויה סיני330ג	13.9		
טרו ריבת פירות יער 250 ג	16.9		
טרו ריבת תות 250 גרם	16.9		
טרו שוקולד חלב 100 גרם	14.9		
טרו שוקולד מריר 100 גרם	14.9		
טרופיקש משקה ענבים10*200	12.9		
"טרזמה מסכה להחלקה300 מ""ל"	35.9		
טרזמה מסכה שמן מרולה440מ	45.9		
טרזמה מרכך+קרטין400מ	17.9		
"טרזמה שמפו להחלקה400 מ""ל"	25.5		
"טרזמה שמפו משקם 400 מ""ל"	17.9		
"טרזמה שמפו קרטין 400 מ""ל"	17.9		
טריאקי פחות סוכר+נתרן370	13.9		
טריו פתיתים מיקס גבינ300	32.4		
"טריקולד מסקרפונה 1.2 ק""ג"	26.9		
טריקס דגני בוקר 480גר	21.9		
טרליני בטעם טבעי 400 גרם	10.0		
טרליני עם בצל 400 גרם	10.0		
ידית טלסקופית נפתח ל1.5מ	14.9		
יוג. פרופ מוקצף אפרסק95ג	5.7		
יוג. קציפת אננס מנגו150ג	5.9		
יוג.אקטיביה1.5% 8*150מ	23.5		
יוג.גו אפרסק פסיפלורה200	6.5		
יוג.גו קרמי אפרסק0% 200ג	6.5		
יוג.גו קרמי בננה קרמל200	6.5		
יוג.מולר מיקס גליליות170	6.9		
יוג.מולר מיקס פצפוצים170	6.9		
יוג.מולר נטורל1.7% 150*8	17.9		
יוג.מולר נטורל2.8% 150*8	17.9		
יוג.סימפלי פרוט קיוי150ג	5.9		
יוג.פרו קרם לימון ללס200	5.9		
יוג.פרופ קציפת מנגו 150ג	5.9		
יוג.קציפת אפרסק+פסיפל150	5.9		
יוג.קציפת ליצ'י קוקוס150	5.9		
יוגורט ביו 0% דנונה 200ג	3.9		
יוגורט ביו 1.7%דנונה200ג	3.9		
יוגורט ביו 3% דנונה 200ג	3.9		
יוגורט ביו 8 יח	19.2		
יוגורט ביו תנובה3% 8*150	19.2		
יוגורט בכד 4% 1.5 ל'	20.9		
יוגורט בכד4% 3 ליטר	35.2		
יוגורט בכד6.5% 1.5 ליטר	20.9		
יוגורט בסגנון יווני130גר	4.5		
יוגורט גו אורירי וניל200	6.5		
יוגורט גו נטול לקטוז 200	6.5		
יוגורט גו סמיך קוקוס200ג	6.5		
יוגורט גו קרמי תות0% 200	6.5		
יוגורט חלבון גו 20 גרם	6.5		
יוגורט חלבון גו 25ג 200ג	6.5		
יוגורט יווני 10% 600 גרם	19.1		
יוגורט יווני 6.5%ש180גרם	7.5		
יוגורט יווני 8% 850 גרם	24.9		
יוגורט יווני לבן6.5% 130	3.9		
יוגורט יווני6.5% 8י130*ג	25.9		
יוגורט יווני6.5%שומן400ג	13.9		
יוגורט יופלה אפרסק3% 150	5.8		
יוגורט יופלה תות3% 150גר	5.8		
יוגורט כבשים	22.5		
יוגורט כבשים 5% 850גרם	24.9		
יוגורט כבשים בדלי 750גרם	22.5		
יוגורט כבשים5%שומן400גרם	15.9		
"יוגורט לימון מולר 150מ""ל"	5.9		
יוגורט מולר פירות יער150	5.9		
יוגורט מחלב עיזים 750 מל	20.9		
יוגורט נטול לקטוז 200גרם	5.0		
יוגורט עזים בדלי	22.3		
יוגורט עזים טבעי 3% 200ג	7.3		
"יוגורט עיזים 500 מ""ל"	17.9		
יוגורט עיזים בדלי 750גרם	22.5		
יוגורט עיזים ביו 150 גרם	7.2		
יוגורט עיזים ביו 3% 150ג	7.3		
יוגורט עיזים לשתיה 1 ל'	26.6		
יוגורט עיזים לשתייה500גר	16.5		
יוגורט עיזים מלא 3% 500מ	16.1		
יוגורט עיזים פ.יער 500מל	16.9		
"יוגורט עיזים תות 500 מ""ל"	16.9		
יוגורט עיזים3.5% ביו850ג	24.9		
יוגורט עיזים3.8%שומן180ג	7.5		
יוגורט עיזים3.8%שומן400ג	15.9		
יוגורט פרו עם שוקולד178ג	6.9		
יוגורט פרופ מוקצף אננס	5.7		
יוגורט פרופ מוקצף מלונענ	5.7		
יוגורט פרופ קציפת תות95ג	5.7		
יוגורט של פעם3%שומן400ג	13.9		
"יוגורט תות מולר 150 מ""ל"	5.9		
יוגורט תנובה 3% 200 גרם	3.9		
"יוגורט תנובה 4.5% 200מ""ל"	4.0		
יוגורט תנובה1.5%	3.9		
יוגורט+חתיכ.אפרסק3% 150ג	5.9		
יוגורט23חלבון וניל גו200	6.5		
יוגורמה מחלב כבשים5% 850	30.5		
יולו שוק.לבן מעולה123ג	5.9		
יולו שוק.מריר מעולה123ג	5.9		
יולו שוקולד חלב מעולה123	5.9		
יולו שכבות שוקו.מריר122ג	5.9		
יולו שכבות שוקולד 123 גר	5.9		
יופלה 3% טעמים 150*8גרם	34.2		
יופלה GO אפרסק 200 גרם	6.5		
יופלה GO אפרסק0.7% 200ג	6.5		
יופלה GO דובדבן0.7% 200ג	6.5		
יופלה GO פירות יער 200 ג	6.5		
יופלה GO תות 200 גרם	6.5		
יופלה און טופ כוכבים157ג	6.0		
יופלה און טופ פצפוצים157	6.0		
יופלה אננס 3% 150 גרם	5.8		
יופלה אננס/דובד0% 150*8ג	34.2		
יופלה אפרסק+תות3% 150*8ג	34.2		
יופלה דובדבן 0% 150 גרם	5.8		
יופלה דובדבן3% 150 גרם	5.8		
יופלה דיאט אננס 0% 150גר	5.8		
יופלה דיאט אפרסק 150 גרם	5.8		
יופלה דיאט תות0% 150 גר	5.8		
יופלה טופ תות קורנפ157ג	6.0		
יופלה טיוב וניל 6יח*58גר	15.0		
יופלה טיוב להקפאה תות6יח	15.0		
יופלה טיוב תות 58*6ג	15.0		
יופלה טיוב תות בננה6*58ג	15.0		
יופלה לבן מעוד1.5% 150*8	22.9		
יופלה לבן מעודן1.5% 200ג	5.0		
יופלה פירות יער+שמנת150ג	5.8		
יופלה פירות יער0% 150 גר	5.8		
יופלה קידס וניל3% 150גרם	5.0		
יופלה קידס תות 3% 150גרם	5.0		
יופלה קרם גב.ותות3% 150ג	5.8		
יופלה שטוזים משקה תות8יח	19.9		
יופלה תות3% 8יח 150*גר	34.2		
יופלהGOמועשר בחלבון 200ג	7.1		
"ייגרמייסטר 700 מ""ל"	89.9		
יין אדום הר חרמון 750 מל	37.9		
"יין אדום חצי יבש 750 מ""ל"	46.9		
יין אדום יבש גלבוע 750מ	29.9		
"יין אדום יבש וינו 750מ""ל"	23.9		
יין אדום יבש של סגל750מל	21.9		
יין אדום מרלו ארד 750מ	49.9		
יין אדום מרלו אשבל750מ	39.9		
"יין אדום סלקטד 750 מ""ל"	32.9		
יין אדום קברנה ארד 750מ	49.9		
"יין הר חרמון רוזה 750מ""ל"	37.9		
יין ויזן לבן חצי יבש750	41.9		
יין ויזן לבן יבש 750 מל	41.9		
"יין ויזן מלבק 750 מ""ל"	41.9		
"יין ויזן מרלו 750 מ""ל"	41.9		
"יין ויזן שיראז 750 מ""ל"	41.9		
יין חצי יבש אימפרשן 750	51.9		
"יין ישן נושן 750 מ""ל"	19.9		
"יין לבן הר חרמון 750 מ""ל"	37.9		
יין לבן חצי יבש ארד750מ	49.9		
יין לבן חצי יבש אשבל750מ	39.9		
יין לבן חצי יבש גלבוע	29.9		
"יין לבן יבש גלבוע 750מ""ל"	29.9		
יין לבן שרדונה קלאסיק750	35.9		
יין מתוק לקידוש סגל750מל	17.9		
"יין נריה מרלו 750 מ""ל"	39.9		
"יין סבן הילס קברנה750מ""ל"	64.9		
יין סנג'ובזה אימפרשן750מ	51.9		
יין קברנה מונטאסאנו 750	37.9		
"יין קונקורד 750מ""ל"	21.9		
"יין קידוש גפן 750 מ""ל"	16.9		
יין רוזה חצי יבש ארד750מ	49.9		
יעה יח	5.9		
יעה+מברשת יח	9.9		
ירח מתוק מעד.חלב+אורז150	7.2		
ירכי עוף טרי א.דיל עצמי	29.9		
ירכיים עוף טרי ארוז דיל	29.9		
ירכיים עוף טרי ארוז שופר	29.9		
ירכיים עוף קפוא	34.9		
ירקות גינה עם טונה160גרם	18.5		
ירקות ופסטה א-לה איטליה	25.9		
כאמל כחול חפיסה	38.0		
כאמל צהוב קצר חפיסה	38.0		
כבד בקר לצלייה במשקל	29.9		
כבד דג שיבוט מעושן 120 ג	11.9		
כבד הודו טרי	24.9		
כבד עוף טרי	9.9		
כבד עוף טרי ארוז דיל לקג	9.9		
כבד עוף טרי ארוז שופרסל	9.9		
כבד עוף טרי תפ	9.9		
כבד עוף קפוא	19.9		
כדור איסוף שיער	19.9		
כדור מוצרלה פרסקה 100גרם	11.9		
כדורי בשר צמחוניים500 ג	38.9		
כדורי גבינה בשמן 150גרם	19.9		
כדורי דגנים טעם שוקו375ג	20.9		
כדורי לבנה בשמן זית360גר	23.5		
כדורי מוצרלה 19%	115.0		
כדורי מוצרלה 19%במשקל	115.0		
כדורי רחצה 3 יח	9.9		
כדוריות שלישייה אוקיינוס	12.9		
כדורים בט.שוקולד ללג375ג	17.5		
כוכבי עוף בציפוי מעודן	43.9		
כוכבים בטעם כבש 600 גרם	59.9		
כוס אימון עם ידיות ופיה	45.9		
כוס אימון עם פיה רכה	19.9		
כוס מסדרת המעצבים1יח	48.9		
כוס עם ידיות ופית סליקון	19.9		
כוס עם מכסה וידיות 4יח	35.9		
כוס שתייה מעוטר זהב 50 י	12.9		
כוס שתייה מעוטר כסף 50 י	12.9		
כוסברה אורגני	7.9		
כוסברה טחונה מיכל גדול70	11.9		
כוסברה יחידה	3.9		
כוסברה כשר יחידה	6.9		
כוסות אספרסו 50 יחידות	7.9		
כוסות גדולות במיוחד 40 י	15.9		
כוסות גדולות מנייר 50יח	14.9		
"כוסות חד פעמי 180מ""ל 100"	7.9		
כוסות נייר 50 יחידות	9.9		
כוסות נייר איכותיות 50יח	12.9		
כוסות קוקטיל 6oz	16.9		
כוסות קפה ענקיות מנייר	17.9		
"כוסות שתיה קרה - 180 מ""ל"	7.9		
כוסות שתייה קרה איכותיות	8.9		
"כוסיות ליקר כשל""פ 40 יח'"	4.9		
כוסמין מלא 100% 750 גרם	19.9		
כוסמת 500 גרם סוגת	7.9		
כוסמת אורגנית 500 גרם	12.9		
כוסמת ללא קליה500ג סוגת	7.9		
"כוסמת קלויה 1 ק""ג"	12.9		
כוסמת שופרסל 500 גרם	6.9		
כורכום במיכל גדול 100גרם	10.0		
כורכום הודי טחון 100 גרם	12.9		
כורכום טחון 100 גרם	11.9		
כורכום טחון 250 גרם	24.9		
כורכום טחון בשקית 100גרם	7.9		
כורכום טחון שופרסל 40 גר	5.9		
כיסונים במילוי בשר בקר	46.9		
כיסונים בשר אורלסקי	25.9		
כיסונים בשר מיוחדים 800	25.9		
כיסונים בשר משפחתיים	25.9		
"כיסונים תפו""א ובצל מטוגן"	30.9		
כיף כף מגדים 45 גרם	4.9		
כיף לגבר 3ב1 אלוורה700מ	12.9		
"כיף מרכך אפרסק 700מ""ל"	10.9		
כיף שמפו לברק 7400מל	10.9		
כיף שמפו לשיער רגיל 700מ	10.9		
כיף שמפו מועשר בשמן 700מ	10.9		
כיף תחליב רח.חלב ודבש700	10.9		
כיף תחליב רחצה אפרסק700מ	10.9		
כיף תחליב רחצה לבנדר700מ	10.9		
כיף תחליב רחצה שקדים700מ	10.9		
כלורוקס קלין אפ נוזל946מ	24.9		
כמון בשקית 80 גרם	6.9		
כמון טחון 100 גרם	11.9		
כמון טחון בשקית 50 גרם	6.9		
כמוצרלה קשיו 200 גרם	26.9		
כנאפה קפוא 192ג פינוקים	15.9		
"כנען אדום גליל 750 מ""ל"	49.9		
"כנען לבן גליל 750 מ""ל"	49.9		
כנף הודו טרי ארוז	17.9		
כנפי עוף טרי א.דיל עצמי	12.9		
כנפיים עוף ארוז קפוא מחי	12.9		
כנפיים עוף טרי ארוז	12.9		
כנפיים עוף טרי ארוז דיל	12.9		
כנפיים עוף טרי ארוז שופר	12.9		
כנפיים עוף טרי שופרסל	12.9		
כנפיים עוף קפוא	12.9		
כעכי יין בשקית 300 גרם	12.9		
כעכים עם שומשום 225 גרם	11.9		
כעכים עם שומשום400 בגדדי	19.9		
כף הגשה קלאסיק לבן יחידה	2.9		
כף לאיסוף צרכים לחתול1יח	5.0		
כף קרם 100 יח,' 2 גרם	10.9		
"כף שקוף עבה ח""פ 100 יח"	17.9		
כפות מוכסף 40 יח' קשיח	9.9		
כפות שקופות 50 יחידות	9.9		
כפיות =קלאסיק= =קרם= ארו	4.9		
כפיות מוכסף 40 יח' קשיח	9.9		
כפיות שקופות 50 יחידות	9.9		
כפיות שקופות עבות במיוחד	14.9		
כפית ארוכה נובי 18יחידות	23.9		
כפית קרם 100 יח,' 1.4גרם	10.9		
"כפית שקוף עבה ח""פ 100 יח"	17.9		
כפפות גומי אקסטרא	20.9		
כפפות לטקס סייב טאץ 100	30.9		
כפפות ניטריל שחורותL 100	19.9		
כפפות ניטריל שחורותM 100	19.9		
כפפות ניטרילS שחור 100יח	19.9		
כפפות ניטרילXPO L 100 יח	19.9		
כפפות ניטרילXPO M 100 יח	19.9		
כפפות ניטרילXPO S 100 יח	19.9		
כפפת רחצה	14.9		
כרגיל תע.לעוגה וניל450גר	19.9		
כרגיל תע.עוגת שוקולד450ג	19.9		
כרוב אדום	6.9		
כרוב אדום אורגני	16.9		
כרוב אדום אחלה 500 גרם	15.9		
כרוב אדום כשר	14.9		
כרוב אדום מרובע צבר400ג	15.5		
כרוב אדום שופרסל 400 גרם	12.5		
כרוב כבוש בית השיטה 560	10.5		
כרוב לבן	3.9		
כרוב לבן אורגני	14.9		
כרוב לבן אורגני ארוז	14.9		
כרוב לבן כשר	14.9		
כרוב לבן שטוף לאכילה400ג	9.9		
כרוב ניצנים מוקפא 800 גר	26.9		
כרוב סיני יחידה	8.9		
כרוב קייל 250 גרם	9.9		
כרובית	11.9		
כרובית מוקפאת 800 גרם	15.9		
כריות יפניות 6יח XPO	11.9		
כריות יפניות XPO 4 יחידו	11.9		
כריות יפניות לקרצוף	11.9		
כריות יפניות+תעלות4י XPO	11.9		
כריות נוגט 686 גרם תלמה	27.9		
כריות קרצוף חתוכות ניקול	12.9		
כריות קרצוף לכלים 6יח	13.9		
כריות קרצוף לשבת 2י XPO	11.9		
כריות קרצוף נירוסטה 2 יח	10.9		
כריות קרצוף נירוסטה2יXPO	11.9		
כריות קרצוף ענקיות 3יXPO	11.9		
כרישה )לוף( יחידה	8.9		
כרישה חתוכה לוף/פרסה	12.9		
כרעי עוף טרי א.דיל עצמי	29.9		
כרעיים עוף ארוז קפוא	29.9		
כרעיים עוף טרי ארוז	29.9		
כרעיים עוף טרי ארוז דיל	29.9		
כרעיים עוף טרי ארוז שופר	29.9		
כרעיים עוף טרי פרימיום ק	39.9		
כרעיים עוף טרי שופרסל	29.9		
כתמטמינים חטיף בריאות45ג	6.7		
"כתף (44) חב""ד"	49.9		
כתף (44) מוכשר	49.9		
כתף בקר 300 גרם	35.9		
כתף בקר בפלפל טורו במשקל	135.0		
כתף בקר מעושן	139.0		
כתף בקר מעושן 250 גרם	32.9		
כתף בקר מעושן במשקל	131.0		
כתף בקר מעושן משקל	135.0		
כתף בקר מפולפל 150 גרם	29.9		
כתף בקר מפולפל משקל	145.0		
כתף טלה טרי )עצמי( מחיר	119.0		
כתף טרי מוכשר	84.9		
כתף מפולפל משקל	131.0		
לאבנה 5% 250 גרם	12.5		
לאבנה 9% 500 גרם	19.5		
לאבנה 9% עם קרקרים 150 ג	10.5		
לאבנה 9% פיראוס 500 גרם	21.9		
לאבנה 9% פיראוס 750 גרם	25.9		
לאבנה בטעם טבעי 5% 250ג	14.9		
לאבנה גלילית 11% 750 גרם	29.4		
לאבנה עיזים 5%שומן 250גר	22.7		
לאבנה פיראוס 5% 500 גרם	21.9		
לאבנה ש.זית וזעתר10% 400	17.4		
לאבנה שמן זית זעתר9%שומן	14.9		
לאבנה שקדים 220 גרם	19.9		
לאבנהזעתר+שמן זית משקל	52.0		
לאו דאיסי אדט אשה100מל	179.0		
לב בקר טרי)עצמי( מחיר לפ	39.9		
לב עוף טרי ארוז שופרסל ק	29.9		
לב עוף טרי שופרסל	29.9		
לבבות בשקית יחידה	10.9		
לבבות דקל חתוכים 400 גרם	11.9		
לבבות דקל פרוסות 400 גרם	11.9		
לבבות דקל שלמים במי מלח	12.9		
לבבות חסה	10.9		
לבבות חסה כשר יחידה	11.9		
לבבות חסה קראנץ	13.9		
לבבות סלמן לכלב 200 גרם	29.9		
לבבות עוף 200 גרם	29.9		
לבבות עוף טרי ארוז	29.9		
לבבות עוף טרי עטרה לקג	34.9		
לביבות כרובית 490 גרם	30.9		
לבלו דובדבן בליסטר	11.9		
לבלו שפתון לחות כחול	11.9		
לבנה 11%שומן 250 גרם	11.5		
לבנה אבו גוש ירוק15%משקל	56.0		
לבנה אבו גוש פלוס 200גרם	15.5		
